"id","reservation_date","franchisee","pole_type","borough","x","y","latitude","longitude","zone","on_street","cross_street_1","cross_street_2","park_advisory","historic_advisory","scenic_landmark_advisory","bid_advisory","school_advisory","equipment_installed_yes_no","zipcode","community_board","council_district"
"20977","2019-03-07T00:00:00.000","Extenet II","UTILITY","Queens","1044594.0000000","211058.0000000","40.7457760","-73.7822230","B","56 Av","196 St","195 St",,,,,,"N","11365","411","20"
"17744","2017-12-29T00:00:00.000","Extenet II","CITY","Queens","1044295.0000000","212918.0000000","40.7508830","-73.7832850","B","48th Ave","196th Pl","Weeks Ln",,,,,,"N","11365","411","20"
"17736","2017-12-29T00:00:00.000","Extenet II","CITY","Queens","1044848.0000000","212460.0000000","40.7496230","-73.7812930","B","Weeks Ln","50th Ave","51st Ave",,,,,,"N","11365","411","20"
"16315","2017-11-21T00:00:00.000","Extenet II","UTILITY","Queens","1043959.0000000","212296.0000000","40.7491780","-73.7845030","B","195th St","Hollis CT Blvd","48th Ave",,,,,,"N","11365","411","20"
"16311","2017-11-21T00:00:00.000","Extenet II","UTILITY","Queens","1044396.0000000","211736.0000000","40.7476380","-73.7829310","B","196th St","53 Ave","Hollis CT Blvd",,,,,,"N","11365","411","20"
"15064","2017-09-06T00:00:00.000","Crown Castle NG","UTILITY","Queens","1040525.0000000","209619.0000000","40.7418530","-73.7969190","B","Booth Memorial Ave","Fresh Meadow Ln","174th St",,,,,"FRANCIS LEWIS HIGH SCHOOL","N","11365","411","20"
"13565","2016-09-28T00:00:00.000","Mobilitie I","UTILITY","Queens","1041630.0000000","209312.0000000","40.7410030","-73.7929340","B","Utopia Pkwy","Booth Memorial Ave","182nd St",,,,,"FRANCIS LEWIS HIGH SCHOOL","Y","11365","411","20"
"23774","2020-04-27T00:00:00.000","Crown Castle Fiber","UTILITY","Queens","1033270.0000000","217640.0000000","40.7639120","-73.8230420","B","Parsons Blvd","37th Ave","Northern Blvd",,,,,,"N","11354","407","20"
"20627","2018-12-10T00:00:00.000","Extenet II","UTILITY","Queens","1030269.0000000","215625.0000000","40.7583980","-73.8338890","B","Roosevelt Ave","College Pt Blvd","Prince St",,,,,,"N","11354","407","20"
"20475","2018-11-08T00:00:00.000","Extenet II","UTILITY","Queens","1030867.0000000","217703.0000000","40.7640980","-73.8317160","B","Farrington St","35 Ave","Northern Blvd",,,,,,"N","11354","407","20"
"19952","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Queens","1035388.0000000","219457.0000000","40.7688870","-73.8153820","B","33rd Ave","150th St","150th Pl",,,,,,"N","11354","407","20"
"19946","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Queens","1033422.0000000","218811.0000000","40.7671250","-73.8224850","B","34th Ave.","145th St.","145th Pl.",,,,,,"N","11354","407","20"
"19944","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Queens","1029851.0000000","218696.0000000","40.7668290","-73.8353770","B","Downing St","32nd St","33rd Ave",,,,,,"N","11354","407","20"
"19943","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Queens","1036021.0000000","218387.0000000","40.7659470","-73.8131050","B","Murray St","35th Ave","Northern Blvd",,,,,,"N","11354","407","20"
"19939","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Queens","1030433.0000000","217742.0000000","40.7642070","-73.8332830","B","Prince St","35th Ave","Linnaeus Pl",,,,,,"N","11354","407","20"
"18434","2018-01-10T00:00:00.000","Crown Castle NG","UTILITY","Queens","1030478.0000000","217084.0000000","40.7624010","-73.8331250","B","Prince St","36th Ave","Northern Blvd",,,,"Downtown Flushing",,"N","11354","407","20"
"17965","2017-12-29T00:00:00.000","Extenet II","CITY","Queens","1033265.0000000","220993.0000000","40.7731150","-73.8230360","B","28th Ave","146th St","Parsons Blvd",,,,,,"N","11354","407","20"
"17762","2017-12-29T00:00:00.000","Extenet II","CITY","Queens","1034590.0000000","218599.0000000","40.7665370","-73.8182700","B","35th Ave","148th St","149th St",,,,,,"N","11354","407","20"
"17716","2017-12-29T00:00:00.000","Extenet II","CITY","Queens","1032706.0000000","217013.0000000","40.7621940","-73.8250820","B","Bowne St","38th Ave","37th Ave",,,,,,"N","11354","407","20"
"17291","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Queens","1030387.0000000","215947.0000000","40.7592810","-73.8334610","B","39th Ave","College Point Blvd","Prince St",,,,"Downtown Flushing",,"N","11354","407","20"
"17139","2018-01-08T00:00:00.000","Mobilitie II","CITY","Queens","1031717.0000000","217676.0000000","40.7640190","-73.8286480","B","Northern Boulevard","Leavitt Street","Union Street",,,,,,"Y","11354","407","20"
"17038","2017-12-02T00:00:00.000","Crown Castle Solutions","CITY","Queens","1030192.0000000","215166.0000000","40.7571380","-73.8341700","B","40th Rd","College Point Blvd","Dead End",,,,,,"N","11354","407","20"
"17006","2018-01-08T00:00:00.000","Mobilitie II","CITY","Queens","1032293.0000000","221141.0000000","40.7735270","-73.8265440","B","Union Street","28th Avenue","26th Avenue",,,,,,"Y","11354","407","20"
"16304","2017-11-21T00:00:00.000","Extenet II","UTILITY","Queens","1029915.0000000","218406.0000000","40.7660320","-73.8351480","B","Downing St","33rd Ave","32nd Ave",,,,,,"N","11354","407","20"
"16298","2017-11-21T00:00:00.000","Extenet II","UTILITY","Queens","1034817.0000000","219516.0000000","40.7690520","-73.8174430","B","33rd Ave","145th St","149th st",,,,,,"N","11354","407","20"
"15795","2017-11-14T00:00:00.000","Crown Castle NG","UTILITY","Queens","1032237.0000000","216867.0000000","40.7617960","-73.8267760","B","38th Ave","Union St","Bowne St",,,,,,"N","11354","407","20"
"15467","2017-11-22T00:00:00.000","Mobilitie I","CITY","Queens","1036405.0000000","218814.0000000","40.7671160","-73.8117160","B","153rd Street","34th Avenue","35th Avenue",,,,,,"Y","11354","407","20"
"15466","2017-11-22T00:00:00.000","Mobilitie I","CITY","Queens","1034337.0000000","217536.0000000","40.7636210","-73.8191910","B","38th Avenue","147th Street","Parsons Boulevard",,,,,,"Y","11354","407","20"
"15411","2017-11-22T00:00:00.000","Mobilitie I","CITY","Queens","1033232.0000000","222288.0000000","40.7766700","-73.8231450","B","144th Place","Willets Point Boulevard","25th Road",,,,,,"Y","11354","407","20"
"15087","2017-09-06T00:00:00.000","Crown Castle NG","UTILITY","Queens","1031955.0000000","218146.0000000","40.7653080","-73.8277850","B","Union St","35th Ave","Northern Blvd",,,,,"VERITAS ACADEMY HIGH SCHOOL","N","11354","407","20"
"15063","2017-09-06T00:00:00.000","Crown Castle NG","UTILITY","Queens","1030351.0000000","216743.0000000","40.7614660","-73.8335850","B","36th Rd","Bud Pl","Prince St",,,,,,"N","11354","407","20"
"15062","2017-09-06T00:00:00.000","Crown Castle NG","UTILITY","Queens","1029891.0000000","215713.0000000","40.7586410","-73.8352530","B","Janet Pl","39th Ave","Roosevelt Ave",,,,,,"N","11354","407","20"
"14838","2017-04-28T00:00:00.000","Crown Castle Solutions","CITY","Queens","1032196.0000000","216576.0000000","40.7609980","-73.8269270","B","Union St","39th Ave","Roosevelt Ave",,,,,,"N","11354","407","20"
"14787","2017-04-28T00:00:00.000","Crown Castle Solutions","CITY","Queens","1031491.0000000","216658.0000000","40.7612260","-73.8294710","B","138th St","38th Ave","37th Ave",,,,,,"N","11354","407","20"
"14784","2017-04-28T00:00:00.000","Crown Castle Solutions","CITY","Queens","1031842.0000000","216258.0000000","40.7601270","-73.8282070","B","Roosevelt Ave","Union St","Main St",,,,"Downtown Flushing",,"N","11354","407","20"
"14782","2017-04-28T00:00:00.000","Crown Castle Solutions","CITY","Queens","1029922.0000000","216385.0000000","40.7604850","-73.8351370","B","College Point Blvd","37th Avenue","36th Rd",,,,,,"N","11354","407","20"
"14276","2016-10-28T00:00:00.000","Mobilitie I","UTILITY","Queens","1030596.0000000","216517.0000000","40.7608440","-73.8327030","B","Prince St","37th Ave","38th Ave",,,,,,"Y","11354","407","20"
"13603","2016-09-28T00:00:00.000","Mobilitie I","UTILITY","Queens","1031154.0000000","217981.0000000","40.7648590","-73.8306780","B","Linden Pl","35th Ave","34th Ave",,,,,,"Y","11354","407","20"
"19923","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Queens","1038533.0000000","215984.0000000","40.7593360","-73.8040560","B","162nd St","43rd Ave","Sanford Ave",,,,,,"N","11358","407","20"
"19402","2018-06-18T00:00:00.000","Extenet II","UTILITY","Queens","1038822.0000000","212638.0000000","40.7501500","-73.8030400","B","164th St","Pidgeon Meadow Rd","Oak Ave",,,,,,"N","11358","407","20"
"17681","2017-12-29T00:00:00.000","Extenet II","CITY","Queens","1039665.0000000","212191.0000000","40.7489180","-73.8000010","B","Lithonia Ave","168th St","167th St",,,,,,"N","11358","407","20"
"17132","2018-01-08T00:00:00.000","Mobilitie II","CITY","Queens","1037863.0000000","214994.0000000","40.7566230","-73.8064830","B","45th Avenue","160th Street","159th Street",,,,,,"Y","11358","407","20"
"13567","2016-09-28T00:00:00.000","Mobilitie I","UTILITY","Queens","1038901.0000000","214845.0000000","40.7562080","-73.8027370","B","164th St","45th Ave","46th Ave",,,,,,"Y","11358","407","20"
"23619","2020-02-24T00:00:00.000","Crown Castle Fiber","UTILITY","Queens","1034818.0000000","213703.0000000","40.7530970","-73.8174830","B","Bowne St","45th Ave","Holly Ave",,,,,,"N","11355","407","20"
"22226","2019-08-23T00:00:00.000","Extenet II","CITY","Queens","1030450.0000000","214568.0000000","40.7554950","-73.8332430","B","College Point Blvd","41st Rd","Sanford Ave",,,,,,"N","11355","407","20"
"20630","2018-12-10T00:00:00.000","Extenet II","UTILITY","Queens","1030275.0000000","213838.0000000","40.7534930","-73.8338800","B","Maple Ave","Haight St","College Pt Blvd",,,,,,"N","11355","407","20"
"20216","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Queens","1030126.0000000","211178.0000000","40.7461920","-73.8344360","B","58th Ave","College Pt Blvd","Lawrence St",,,,,,"N","11355","407","20"
"19933","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Queens","1035974.0000000","216610.0000000","40.7610690","-73.8132890","B","150th St","Sanford ave","Barclay Ave",,,,,,"N","11355","407","20"
"19926","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Queens","1035433.0000000","216410.0000000","40.7605240","-73.8152430","B","149th St","Sanford Ave","Barclay Ave",,,,,,"N","11355","407","20"
"19913","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Queens","1031517.0000000","213538.0000000","40.7526630","-73.8293990","B","Saull St","Blossom Ave","Avery Ave",,,,,,"N","11355","407","20"
"19912","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Queens","1035372.0000000","213774.0000000","40.7532890","-73.8154830","B","Burling St","Holly Ave","Hawthorne Ave",,,,,,"N","11355","407","20"
"19908","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Queens","1036990.0000000","213325.0000000","40.7520470","-73.8096470","B","Laburnum Ave","157th St","158th St",,,,,,"N","11355","407","20"
"19904","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Queens","1036367.0000000","212022.0000000","40.7484740","-73.8119060","B","Quince Ave","Bowne St","Parsons Blvd",,,,,,"N","11355","407","20"
"19215","2018-03-26T00:00:00.000","Crown Castle NG","UTILITY","Queens","1033986.0000000","215192.0000000","40.7571890","-73.8204750","B","Ash Ave","Syringa Pl","Magnolia Pl",,,,,,"N","11355","407","20"
"17879","2017-12-22T00:00:00.000","Crown Castle Fiber","CITY","Queens","1031722.0000000","214986.0000000","40.7566360","-73.8286490","B","Main St","Sanford Ave","Maple Ave",,,,,,"N","11355","407","20"
"17676","2017-12-29T00:00:00.000","Extenet II","CITY","Queens","1030630.0000000","213479.0000000","40.7525050","-73.8326010","B","College Point Blvd","Avery Ave","Maple Ave",,,,,,"N","11355","407","20"
"17442","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Queens","1032510.0000000","214849.0000000","40.7562560","-73.8258060","B","Kissena Blvd","Maple Ave","Franklin Ave","Maple Playground",,,,,"N","11355","407","20"
"17287","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Queens","1032083.0000000","214692.0000000","40.7558270","-73.8273480","B","Maple Ave","Main St","Kissena Blvd",,,,,,"N","11355","407","20"
"17283","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Queens","1032124.0000000","214179.0000000","40.7544190","-73.8272040","B","Franklin Ave","Colden St","Main St",,,,,,"N","11355","407","20"
"17191","2017-12-06T00:00:00.000","Mobilitie I","UTILITY","Queens","1032735.0000000","211174.0000000","40.7461670","-73.8250200","B","Booth Memorial Ave","141st St","Main St",,,,,,"Y","11355","407","20"
"17166","2018-01-08T00:00:00.000","Mobilitie II","CITY","Queens","1032570.0000000","209954.0000000","40.7428200","-73.8256240","B","Main Street","Horace Harding Expressway","60th Avenue",,,,,,"Y","11355","407","20"
"17099","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Queens","1032064.0000000","215529.0000000","40.7581250","-73.8274100","B","Barclay Ave","Kissena Blvd","Union St",,,,"Downtown Flushing",,"N","11355","407","20"
"16988","2018-01-08T00:00:00.000","Mobilitie II","CITY","Queens","1034281.0000000","215486.0000000","40.7579940","-73.8194080","B","Parsons Boulevard","Ash Avenue","Franklin Avenue",,,,,,"Y","11355","407","20"
"16309","2017-11-21T00:00:00.000","Extenet II","UTILITY","Queens","1035452.0000000","208981.0000000","40.7401330","-73.8152310","B","Kissena Blvd","60 Ave","59 Ave",,,,,,"N","11355","407","20"
"16297","2017-11-21T00:00:00.000","Extenet II","UTILITY","Queens","1032030.0000000","210130.0000000","40.7433060","-73.8275720","B","60th Ave","Main St","138 st",,,,,,"N","11355","407","20"
"16296","2017-11-21T00:00:00.000","Extenet II","UTILITY","Queens","1031170.0000000","211888.0000000","40.7481360","-73.8306630","B","134th St","Booth Memorial Ave","Elder Ave",,,,,,"N","11355","407","20"
"16295","2017-11-21T00:00:00.000","Extenet II","UTILITY","Queens","1031480.0000000","211269.0000000","40.7464350","-73.8295480","B","57th Rd","134th St","136th St",,,,,,"N","11355","407","20"
"16293","2017-11-21T00:00:00.000","Extenet II","UTILITY","Queens","1031397.0000000","214348.0000000","40.7548860","-73.8298260","B","Maple Ave","Main St","Frame Pl",,,,,,"N","11355","407","20"
"15792","2017-11-14T00:00:00.000","Crown Castle NG","UTILITY","Queens","1032523.0000000","215711.0000000","40.7586210","-73.8257520","B","Barclay Ave","Union St","41st Ave",,,,,,"N","11355","407","20"
"15410","2017-11-22T00:00:00.000","Mobilitie I","CITY","Queens","1031574.0000000","210955.0000000","40.7455730","-73.8292110","B","58th Avenue","136th Street","138th Street",,,,,"PS 120","Y","11355","407","20"
"13827","2016-10-24T00:00:00.000","Mobilitie II","CITY","Queens","1029725.0000000","213265.0000000","40.7519230","-73.8358690","B","131st St","Avery Ave","Fowler Ave",,,,,,"Y","11355","407","20"
"21950","2019-08-14T00:00:00.000","Crown Castle Solutions","CITY","Queens","1039461.0000000","212174.0000000","40.7488730","-73.8007380","B","Lithonia Ave","167th St","168th St",,,,,,"N","11365","407","20"
"19902","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Queens","1038880.0000000","211287.0000000","40.7464420","-73.8028420","B","Underhill Ave","164th St","168th St",,,,,,"N","11365","407","20"
"19899","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Queens","1038447.0000000","209144.0000000","40.7405630","-73.8044220","B","164th St","59th Ave","Booth Memorial Ave",,,,,,"N","11365","407","20"
"19485","2018-07-09T00:00:00.000","Extenet II","UTILITY","Queens","1036316.0000000","209918.0000000","40.7427000","-73.8121060","B","Booth Memorial","156th St.","155th St.","Kissena Park",,,,,"N","11365","407","20"
"19227","2018-03-27T00:00:00.000","Crown Castle NG","UTILITY","Queens","1037087.0000000","209174.0000000","40.7406530","-73.8093300","B","159th St","59th Ave","Booth Memorial Ave",,,,,,"N","11365","407","20"
"19182","2018-03-23T00:00:00.000","Crown Castle NG","UTILITY","Queens","1040418.0000000","211907.0000000","40.7481340","-73.7972860","B","Lithonia Ave","170th Pl","171st St",,,,,,"N","11365","407","20"
"17961","2017-12-29T00:00:00.000","Extenet II","CITY","Queens","1038474.0000000","210385.0000000","40.7439690","-73.8043150","B","164th St","Booth Memorial Ave","Underhill Ave",,,,,,"N","11365","407","20"
"17764","2017-12-29T00:00:00.000","Extenet II","CITY","Queens","1039590.0000000","211419.0000000","40.7468000","-73.8002790","B","Underhill Ave","168th St","164th St",,,,,,"N","11365","407","20"
"16290","2017-11-21T00:00:00.000","Extenet II","UTILITY","Queens","1036978.0000000","212120.0000000","40.7487400","-73.8097000","B","Rose Ave","Oak Ave","Kissena Blvd","Kissena Park",,,,,"N","11365","407","20"
"17449","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Brooklyn","996994.0000000","175928.0000000","40.6495490","-73.9540740","B","Erasmus St","Lott St","Veronica Pl",,,,,,"N","11226","317","40"
"17410","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Brooklyn","998743.0000000","176447.0000000","40.6509710","-73.9477700","B","Church Ave","Raleigh Pl","Fairview Pl",,,,,,"N","11226","317","40"
"17107","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Brooklyn","996505.0000000","176629.0000000","40.6514740","-73.9558350","B","Bedford Ave","Martense St","Linden Blvd",,,,,,"N","11226","317","40"
"17105","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Brooklyn","996525.0000000","176255.0000000","40.6504470","-73.9557640","B","Bedford Ave","Church Ave","Erasmus St",,,,,,"N","11226","317","40"
"16841","2018-01-08T00:00:00.000","Mobilitie II","CITY","Brooklyn","997362.0000000","177579.0000000","40.6540800","-73.9527450","B","Rogers Avenue","Lenox Road","Clarkson Avenue",,,,,,"Y","11226","317","40"
"16743","2018-01-08T00:00:00.000","Mobilitie II","CITY","Brooklyn","997416.0000000","177035.0000000","40.6525870","-73.9525510","B","Linden Boulevard","Rogers Avenue","Nostrand Avenue",,,,,,"N","11226","317","40"
"16723","2018-01-08T00:00:00.000","Mobilitie II","CITY","Brooklyn","996856.0000000","174008.0000000","40.6442790","-73.9545750","B","Bedford Avenue","Cortelyou Road","Beverly Road",,,,,,"N","11226","317","40"
"16534","2017-12-02T00:00:00.000","Crown Castle Solutions","CITY","Brooklyn","998461.0000000","176709.0000000","40.6516910","-73.9487860","B","Martense St","Fairview Pl","Nostrand Ave",,,,,,"N","11226","317","40"
"16255","2017-12-02T00:00:00.000","Crown Castle Solutions","CITY","Brooklyn","997982.0000000","176399.0000000","40.6508410","-73.9505130","B","Church Ave","Nostrand Ave","Lloyd St",,,,,,"N","11226","317","40"
"16254","2017-12-02T00:00:00.000","Crown Castle Solutions","CITY","Brooklyn","998591.0000000","175751.0000000","40.6490610","-73.9483190","B","Snyder Ave","E 31st St","E 32nd St",,,,,,"N","11226","317","40"
"14996","2017-05-12T00:00:00.000","ZenFi","CITY","Brooklyn","999012.0000000","176407.0000000","40.6508610","-73.9468010","B","Church Avenue","New York Avenue","East 32nd Street",,,,,,"Y","11226","317","40"
"14729","2017-05-10T00:00:00.000","Mobilitie II","CITY","Brooklyn","998505.0000000","176754.0000000","40.6518140","-73.9486270","B","Martense Street","Fairview Pl","Raleigh Place",,,,,,"Y","11226","317","40"
"14728","2017-05-10T00:00:00.000","Mobilitie II","CITY","Brooklyn","998169.0000000","177581.0000000","40.6540850","-73.9498360","B","Nostrand Avenue","Lenox Road","Linden Blvd",,,,,,"Y","11226","317","40"
"14073","2016-10-24T00:00:00.000","Mobilitie II","CITY","Brooklyn","996793.0000000","176328.0000000","40.6506470","-73.9547980","B","Church Ave","Woods Pl","Veronica Pl",,,,,,"Y","11226","317","40"
"16535","2017-12-02T00:00:00.000","Crown Castle Solutions","CITY","Brooklyn","999042.0000000","176784.0000000","40.6518960","-73.9466920","B","New York Ave","Martense St","Linden Blvd",,,,,,"N","11203","317","40"
"20230","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Brooklyn","998696.0000000","180119.0000000","40.6610500","-73.9479320","B","Maple St","New York Ave","Nostrand Ave",,,,,,"N","11225","309","40"
"18120","2017-12-29T00:00:00.000","Extenet II","CITY","Brooklyn","994611.0000000","179905.0000000","40.6604680","-73.9626560","B","Lincoln Rd","Ocean Ave","Parkside Dr",,,,,,"Y","11225","309","40"
"17806","2017-12-29T00:00:00.000","Extenet II","CITY","Brooklyn","995151.0000000","180057.0000000","40.6608850","-73.9607090","B","Washington Ave","Lincoln St","Flatbush Ave","GREENSTREET",,,,,"Y","11225","309","40"
"17476","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Brooklyn","997123.0000000","180497.0000000","40.6620900","-73.9536000","B","Rogers Ave","Lefferts Ave","Lincoln Rd",,,,,,"N","11225","309","40"
"17474","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Brooklyn","994589.0000000","179965.0000000","40.6606330","-73.9627350","B","Ocean Ave","Lincoln Rd","Empire Blvd",,,,,,"N","11225","309","40"
"17007","2017-12-02T00:00:00.000","Crown Castle Solutions","CITY","Brooklyn","994944.0000000","180293.0000000","40.6615330","-73.9614550","B","Flatbush Ave","Lefferts Ave","Lincoln Rd",,,,,,"N","11225","309","40"
"17004","2017-12-02T00:00:00.000","Crown Castle Solutions","CITY","Brooklyn","995187.0000000","180050.0000000","40.6608660","-73.9605790","B","Flatbush Ave","Lincoln Rd","Maple St",,,,,,"N","11225","309","40"
"16994","2017-12-02T00:00:00.000","Crown Castle Solutions","CITY","Brooklyn","997929.0000000","180570.0000000","40.6622890","-73.9506950","B","Nostrand Ave","Lefferts Ave","Lincoln Rd",,,,,,"N","11225","309","40"
"16883","2018-01-08T00:00:00.000","Mobilitie II","CITY","Brooklyn","997228.0000000","178585.0000000","40.6568420","-73.9532260","B","Rogers Avenue","Winthrop Street","Parkside Avenue",,,,,,"N","11225","309","40"
"16790","2018-01-08T00:00:00.000","Mobilitie II","CITY","Brooklyn","998053.0000000","178398.0000000","40.6563270","-73.9502530","B","Nostrand Avenue","Parkside Avenue","Winthrop Street",,,,,"EXPLORE CHARTER SCHOOL","N","11225","309","40"
"16786","2018-01-08T00:00:00.000","Mobilitie II","CITY","Brooklyn","996326.0000000","178843.0000000","40.6575510","-73.9564760","B","Bedford Avenue","Hawthorne Street","Fenimore Street",,,,,,"Y","11225","309","40"
"16256","2017-12-02T00:00:00.000","Crown Castle Solutions","CITY","Brooklyn","998076.0000000","178710.0000000","40.6571840","-73.9501690","B","Nostrand Ave","Winthrop St","Hawthorne St",,,,,,"N","11225","309","40"
"13799","2016-10-24T00:00:00.000","Mobilitie II","CITY","Brooklyn","1000080.0000000","180737.0000000","40.6627440","-73.9429420","B","Kingston Ave","Lefferts Ave","E New York Ave",,,,,,"Y","11225","309","40"
"13795","2016-10-24T00:00:00.000","Mobilitie II","CITY","Brooklyn","997845.0000000","180897.0000000","40.6631870","-73.9509970","B","Nostrand Ave","Sterling St","Empire Blvd",,,,,,"Y","11225","309","40"
"17454","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Brooklyn","995341.0000000","178165.0000000","40.6556920","-73.9600270","B","Parkside Ave","Flatbush Ave","Parkside Ct",,,,,,"N","11226","309","40"
"15329","2017-11-22T00:00:00.000","Mobilitie I","CITY","Brooklyn","996393.0000000","177965.0000000","40.6551410","-73.9562360","B","Bedford Avenue","Clarkson Avenue","Parkside Avenue",,,,,,"N","11226","309","40"
"17835","2017-12-29T00:00:00.000","Extenet II","CITY","Brooklyn","999943.0000000","178247.0000000","40.6559100","-73.9434410","B","Clarkson Ave","New York Ave","Albany Ave",,,,,,"N","11203","309","40"
"16641","2017-11-28T00:00:00.000","Extenet II","UTILITY","Brooklyn","1000989.0000000","179021.0000000","40.6580320","-73.9396700","B","Albany Ave","Winthrop St","Hawthorne St",,,,,,"N","11203","309","40"
"15690","2017-11-13T00:00:00.000","Crown Castle NG","UTILITY","Brooklyn","1001001.0000000","179099.0000000","40.6582460","-73.9396260","B","Albany Ave","Hawthorne St","Winthrop St",,,,,,"Y","11203","309","40"
"15689","2017-11-13T00:00:00.000","Crown Castle NG","UTILITY","Brooklyn","998886.0000000","178671.0000000","40.6570750","-73.9472500","B","New York Ave","Winthrop St","Parkside Ave",,,,,,"N","11203","309","40"
"13996","2016-10-24T00:00:00.000","Mobilitie II","CITY","Brooklyn","999867.0000000","178810.0000000","40.6574550","-73.9437140","B","Winthrop St","Brooklyn Ave","Kingston Ave",,,,,,"Y","11203","309","40"
"18834","2018-01-26T00:00:00.000","ZenFi","CITY","Brooklyn","992370.0000000","174829.0000000","40.6465380","-73.9707390","B","Coney Island Avenue","Church Avenue","Caton Avenue",,,,"Church Avenue BID",,"Y","11218","314","40"
"22243","2019-08-23T00:00:00.000","Extenet II","CITY","Brooklyn","994944.0000000","175550.0000000","40.6485140","-73.9614620","B","Tennis Ct","E 19th St","Ocean Ave",,,,,,"N","11226","314","40"
"18833","2018-01-26T00:00:00.000","ZenFi","CITY","Brooklyn","996754.0000000","172321.0000000","40.6396490","-73.9549460","B","Flatbush Avenue","Newkirk Avenue","Ditmas Avenue",,,,,,"Y","11226","314","40"
"18827","2018-01-26T00:00:00.000","ZenFi","CITY","Brooklyn","995482.0000000","177281.0000000","40.6532650","-73.9595210","B","Flatbush Avenue","Caton Avenue","Woodruff Avenue",,,,"Flatbush Avenue BID",,"Y","11226","314","40"
"18517","2018-01-18T00:00:00.000","ExteNet I","CITY","Brooklyn","995805.0000000","175532.0000000","40.6484640","-73.9583600","B","Flatbush Ave","Snyder Ave","Albemarle Rd",,,,"Flatbush Avenue BID",,"Y","11226","314","40"
"18448","2018-01-18T00:00:00.000","ExteNet I","CITY","Brooklyn","995033.0000000","174200.0000000","40.6448090","-73.9611440","B","Beverley Rd","E 19th St","Ocean Ave",,,,,,"Y","11226","314","40"
"18443","2018-01-18T00:00:00.000","ExteNet I","CITY","Brooklyn","995142.0000000","171246.0000000","40.6367010","-73.9607560","B","Newkirk Ave","E 18th St","E 17th St",,,,,,"Y","11226","314","40"
"18122","2017-12-29T00:00:00.000","Extenet II","CITY","Brooklyn","993891.0000000","177356.0000000","40.6534730","-73.9652540","B","Parkside Ave","Parade Pl","St Pauls Pl",,,,,,"Y","11226","314","40"
"17898","2017-12-22T00:00:00.000","Crown Castle Fiber","CITY","Brooklyn","993611.0000000","177212.0000000","40.6530780","-73.9662640","B","Parkside Ave","Parade Pl","Coney Island Ave",,,,,,"N","11226","314","40"
"17794","2017-12-29T00:00:00.000","Extenet II","CITY","Brooklyn","992819.0000000","176800.0000000","40.6519480","-73.9691190","B","Parkside Ave","Park Circle","Parade Pl",,,,,,"Y","11226","314","40"
"17633","2017-12-29T00:00:00.000","Extenet II","CITY","Brooklyn","994880.0000000","171081.0000000","40.6362480","-73.9617000","B","Newkirk Ave","E 17th St","E 16th St",,,,,,"N","11226","314","40"
"17624","2017-12-29T00:00:00.000","Extenet II","CITY","Brooklyn","995316.0000000","174181.0000000","40.6447560","-73.9601240","B","Beverley Rd","Ocean Ave","E 19th St",,,,,,"Y","11226","314","40"
"17620","2017-12-29T00:00:00.000","Extenet II","CITY","Brooklyn","996480.0000000","176325.0000000","40.6506400","-73.9559260","B","Bedford Ave","Church Ave","Martense St",,,,,,"Y","11226","314","40"
"17475","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Brooklyn","994182.0000000","177505.0000000","40.6538810","-73.9642060","B","Parkside Ave","St Paul Pl","Parade Pl",,,,,,"N","11226","314","40"
"17448","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Brooklyn","995109.0000000","177685.0000000","40.6543740","-73.9608640","B","Woodruff Ave","East 21st St","Ocean Ave",,,,,,"N","11226","314","40"
