"id","reservation_date","franchisee","pole_type","borough","x","y","latitude","longitude","zone","on_street","cross_street_1","cross_street_2","park_advisory","historic_advisory","scenic_landmark_advisory","bid_advisory","school_advisory","equipment_installed_yes_no","zipcode","community_board","council_district"
"19611","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1028412.0000000","261625.0000000","40.8846640","-73.8402890","B","Baychester Ave","Crawford Ave","Needham Ave",,,,,"P S 111 SETON FALLS","N","10466","212","12"
"19551","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1025001.0000000","261318.0000000","40.8838370","-73.8526270","B","Paulding Ave","E 223rd St","E 224th St",,,,,,"N","10466","212","12"
"19544","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1024910.0000000","263177.0000000","40.8889400","-73.8529450","B","Bronxwood Ave","E 229th St","E 230th St",,,,,,"N","10466","212","12"
"19543","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1026731.0000000","263088.0000000","40.8886880","-73.8463590","B","Laconia Ave","E 231st St","W 232nd St",,,,,,"N","10466","212","12"
"19542","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1024212.0000000","263782.0000000","40.8906040","-73.8554660","B","Barnes Ave","E 230th St","E 231st St",,,,,,"N","10466","212","12"
"19541","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1027365.0000000","268442.0000000","40.9033790","-73.8440320","B","Hill Ave","Cranford Ave","E 241st St",,,,,,"N","10466","212","12"
"19537","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1023104.0000000","263532.0000000","40.8899230","-73.8594750","B","White Plains Rd","E 228th St","E 227th St",,,,,,"N","10466","212","12"
"19141","2018-03-21T00:00:00.000","ZenFi","UTILITY","Bronx","1026018.0000000","261756.0000000","40.8850350","-73.8489460","B","East 226th Street","Laconia Avenue","Paulding Avenue",,,,,,"Y","10466","212","12"
"19105","2018-03-15T00:00:00.000","ZenFi","UTILITY","Bronx","1021507.0000000","262452.0000000","40.8869650","-73.8652570","B","Bronx Boulevard","East 222nd Street","East 224th Street",,,,,,"Y","10466","212","12"
"19054","2018-03-09T00:00:00.000","ZenFi","UTILITY","Bronx","1026837.0000000","263517.0000000","40.8898640","-73.8459730","B","E 233 St","Bruner Ave","Ely Ave",,,,,,"Y","10466","212","12"
"17218","2017-12-08T00:00:00.000","Extenet II","UTILITY","Bronx","1027180.0000000","264806.0000000","40.8934010","-73.8447240","B","Edson Ave","Edenwald Ave","Bussing Ave",,,,,,"Y","10466","212","12"
"15264","2017-10-24T00:00:00.000","Extenet II","UTILITY","Bronx","1027961.0000000","265733.0000000","40.8959410","-73.8418940","B","Murdock Ave","Bussing ave","Edenwald ave",,,,,,"N","10466","212","12"
"15262","2017-10-24T00:00:00.000","Extenet II","UTILITY","Bronx","1031671.0000000","263101.0000000","40.8886980","-73.8284930","B","E 233rd ST","Provost Ave","Merritt ave",,,,,,"Y","10466","212","12"
"15074","2017-09-06T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1022837.0000000","262479.0000000","40.8870340","-73.8604460","B","E 224th St","White Plains Rd","Barnes Ave",,,,,,"Y","10466","212","12"
"14579","2017-03-15T00:00:00.000","Mobilitie I","UTILITY","Bronx","1027740.0000000","259773.0000000","40.8795840","-73.8427320","B","Boston Rd.","223rd St","224th St",,,,,,"N","10466","212","12"
"13821","2016-10-24T00:00:00.000","Mobilitie II","CITY","Bronx","1026045.0000000","261372.0000000","40.8839810","-73.8488510","B","E 225th St","Laconia Ave","Schieffelin Ave",,,,,,"Y","10466","212","12"
"22677","2019-10-22T00:00:00.000","ZenFi","UTILITY","Bronx","1020228.0000000","258376.0000000","40.8757830","-73.8699040","B","Duncomb Ave","Bronx Blvd","Barker Ave",,,,,,"N","10467","212","12"
"21639","2019-07-01T00:00:00.000","ZenFi","UTILITY","Bronx","1021337.0000000","258027.0000000","40.8748210","-73.8658960","B","Cruger Ave","Magenta St","Bartholdi St","Gun Hill Playground",,,,,"Y","10467","212","12"
"21210","2019-06-19T00:00:00.000","ZenFi","UTILITY","Bronx","1022068.0000000","257106.0000000","40.8722900","-73.8632580","B","Barnes Ave","S Oak Dr","Chestnut St",,,,,,"Y","10467","212","12"
"20735","2019-01-17T00:00:00.000","ZenFi","UTILITY","Bronx","1020982.0000000","258700.0000000","40.8766700","-73.8671760","B","White Plains Rd","E Gun Hill Rd","Magenta St",,,,,,"Y","10467","212","12"
"20175","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1021449.0000000","261740.0000000","40.8850110","-73.8654700","B","Carpenter Ave","E 220th St","E 219th St",,,,,,"Y","10467","212","12"
"20168","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1021601.0000000","260840.0000000","40.8825410","-73.8649250","B","Willett Ave","E 216th St","E 219th St",,,,,,"Y","10467","212","12"
"20167","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1022908.0000000","260935.0000000","40.8827960","-73.8601980","B","E 219th St","Barnes Ave","White Plains Rd",,,,,,"N","10467","212","12"
"20143","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1022059.0000000","257008.0000000","40.8720210","-73.8632910","B","Barnes Ave","S Oak Dr","Burke Ave",,,,,,"Y","10467","212","12"
"19549","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1023121.0000000","260507.0000000","40.8816200","-73.8594310","B","E 218th St","Barnes Ave","Bronxwood Ave",,,,,,"N","10467","212","12"
"19273","2018-04-12T00:00:00.000","ZenFi","UTILITY","Bronx","1022520.0000000","257946.0000000","40.8745940","-73.8616190","B","Magenta Street","Bronxwood Ave","Barnes Ave",,,,,"BRONX AEROSPACE HS","Y","10467","212","12"
"19254","2018-04-02T00:00:00.000","ZenFi","UTILITY","Bronx","1021975.0000000","258595.0000000","40.8763770","-73.8635860","B","East Gun Hill Road","Capuchin Way","Holland Avenue",,,,,,"Y","10467","212","12"
"19253","2018-04-02T00:00:00.000","ZenFi","UTILITY","Bronx","1021532.0000000","257455.0000000","40.8732500","-73.8651940","B","North Oak Drive","Holland Avenue","Wallace Avenue",,,,,,"Y","10467","212","12"
"18881","2018-01-26T00:00:00.000","ZenFi","CITY","Bronx","1021559.0000000","258125.0000000","40.8750890","-73.8650930","B","Holland Avenue","Magenta Street","East Gun Hill Road",,,,,,"N","10467","212","12"
"18564","2018-01-18T00:00:00.000","ExteNet I","CITY","Bronx","1022555.0000000","256815.0000000","40.8714890","-73.8614980","B","Bronxwood Ave","Burke Ave","S Oak Dr",,,,,,"Y","10467","212","12"
"18329","2018-01-08T00:00:00.000","Extenet II","UTILITY","Bronx","1021381.0000000","261581.0000000","40.8845750","-73.8657170","B","Carpenters Ave","E 219 St","E 220 St","GREENSTREET",,,,,"N","10467","212","12"
"17780","2017-12-22T00:00:00.000","Crown Castle Fiber","CITY","Bronx","1021655.0000000","259860.0000000","40.8798510","-73.8647360","B","White Plains Rd","E 214th St","E 215th St",,,,,,"N","10467","212","12"
"15258","2017-10-24T00:00:00.000","Extenet II","UTILITY","Bronx","1022119.0000000","260926.0000000","40.8827740","-73.8630520","B","E 218th ST","White Plains rd","Barnes ave",,,,,,"Y","10467","212","12"
"15070","2017-09-06T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1022416.0000000","257965.0000000","40.8746460","-73.8619950","B","Magenta St","Barnes Ave","Bronxwood Ave",,,,,"BRONX AEROSPACE HS","Y","10467","212","12"
"15069","2017-09-06T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1021642.0000000","258809.0000000","40.8769660","-73.8647890","B","E Gun Hill Rd","Holland Ave","White Plains Rd",,,,,,"Y","10467","212","12"
"14593","2017-03-15T00:00:00.000","Mobilitie I","UTILITY","Bronx","1021422.0000000","259696.0000000","40.8794010","-73.8655790","B","E 213th St","Duncomb Ave","Willet Ave",,,,,,"Y","10467","212","12"
"14538","2017-01-30T00:00:00.000","Mobilitie I","UTILITY","Bronx","1021022.0000000","260704.0000000","40.8821700","-73.8670200","B","Bronx Blvd","E 216th St","E 213th St",,,,,,"Y","10467","212","12"
"14474","2016-12-30T00:00:00.000","Mobilitie I","UTILITY","Bronx","1022341.0000000","258327.0000000","40.8756400","-73.8622640","B","Barnes Ave","E Gun Hill Rd","Magenta St",,,,,"BRONX AEROSPACE HS","Y","10467","212","12"
"20169","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1030327.0000000","261300.0000000","40.8837620","-73.8333660","B","Bivona St","Boston Rd","Reeds Mill LA",,,,,,"N","10475","212","12"
"20163","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1030561.0000000","260235.0000000","40.8808380","-73.8325270","B","Tillotson Ave","Reeds Mill Ln","Wright Ave",,,,,,"N","10475","212","12"
"20158","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1029712.0000000","259801.0000000","40.8796510","-73.8356000","B","Palmer Ave","Tillotson Ave","Givan Ave",,,,,,"N","10475","212","12"
"15898","2017-11-16T00:00:00.000","Extenet II","UTILITY","Bronx","1031308.0000000","260786.0000000","40.8823460","-73.8298220","B","Steenwick Ave","New England Thruway","Reeds Mill Lane",,,,,,"Y","10475","212","12"
"23675","2020-03-09T00:00:00.000","Crown Castle Fiber","UTILITY","Bronx","1026928.0000000","257686.0000000","40.8738600","-73.8456810","B","Corsa Ave","Givan Ave","Burke Ave",,,,,,"N","10469","212","12"
"22578","2019-10-11T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1025398.0000000","260349.0000000","40.8811760","-73.8511970","B","Laconia Ave","E 221st St","E 220st St",,,,,,"N","10469","212","12"
"21417","2019-06-25T00:00:00.000","Crown Castle Solutions","CITY","Bronx","1025067.0000000","259020.0000000","40.8775300","-73.8524020","B","Wilson Ave","Hicks St","E 216th St",,,,,,"N","10469","212","12"
"21017","2019-03-21T00:00:00.000","ZenFi","UTILITY","Bronx","1023125.0000000","257770.0000000","40.8741080","-73.8594320","B","Colden Av","Magenta St","Duncan St",,,,,,"N","10469","212","12"
"20733","2019-01-17T00:00:00.000","ZenFi","UTILITY","Bronx","1024731.0000000","258459.0000000","40.8759920","-73.8536210","B","E 213th St","Laconia Av","MSGR Cahill Pl",,,,,,"Y","10469","212","12"
"20310","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1028896.0000000","255455.0000000","40.8677270","-73.8385800","B","Tiemann Ave","Arnow Ave","Bartow Ave",,,,,,"Y","10469","212","12"
"20161","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1026366.0000000","260090.0000000","40.8804610","-73.8476980","B","Needham Ave","Eastchester Rd","Mickle Ave",,,,,,"N","10469","212","12"
"20156","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1029217.0000000","258866.0000000","40.8770870","-73.8373970","B","Edson Ave","Givan Ave","E 222nd Ave",,,,,,"N","10469","212","12"
"20148","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1023969.0000000","257765.0000000","40.8740900","-73.8563800","B","E Gun Hill Rd","Lurting Ave","Laconia Ave",,,,,,"N","10469","212","12"
"20146","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1025699.0000000","257259.0000000","40.8726940","-73.8501280","B","Bouck Ave","Givan Ave","E Gun Hill Rd",,,,,,"N","10469","212","12"
"20145","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1028410.0000000","256762.0000000","40.8713160","-73.8403290","B","Tiemann Ave","Hammersley Ave","Adee Ave",,,,,,"N","10469","212","12"
"20138","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1029123.0000000","255943.0000000","40.8690650","-73.8377560","B","Arnow Ave","Wickham Ave","Gunther Ave",,,,,,"N","10469","212","12"
"20132","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1029373.0000000","254938.0000000","40.8663050","-73.8368590","B","Gunther Ave","Bartow Ave","E Gun Hill Rd",,,,,,"N","10469","212","12"
"19501","2018-07-20T00:00:00.000","Extenet II","UTILITY","Bronx","1029610.0000000","257140.0000000","40.8723480","-73.8359870","B","Grace Ave","Adee Ave","Hammersley Ave",,,,,,"Y","10469","212","12"
"19259","2018-04-02T00:00:00.000","ZenFi","UTILITY","Bronx","1028897.0000000","257282.0000000","40.8727410","-73.8385640","B","Hammersley Avenue","Bruner Avenue","Wickham Avenue",,,,,,"Y","10469","212","12"
"19257","2018-04-02T00:00:00.000","ZenFi","UTILITY","Bronx","1026051.0000000","260413.0000000","40.8813490","-73.8488350","B","Eastchester Road","East 222nd Street","Oakley Street",,,,,,"Y","10469","212","12"
"19255","2018-04-02T00:00:00.000","ZenFi","UTILITY","Bronx","1029685.0000000","256100.0000000","40.8694930","-73.8357230","B","Ely Avenue","Arnow Avenue","Bartow Avenue",,,,,,"Y","10469","212","12"
"19111","2018-03-15T00:00:00.000","ZenFi","UTILITY","Bronx","1026753.0000000","258902.0000000","40.8771980","-73.8463060","B","Eastchester Road","Boston Road","Chester Street",,,,,,"Y","10469","212","12"
"19109","2018-03-15T00:00:00.000","ZenFi","UTILITY","Bronx","1025350.0000000","260255.0000000","40.8809180","-73.8513710","B","Laconia Avenue","East 220th Street","East 221st Street",,,,,,"Y","10469","212","12"
"19106","2018-03-15T00:00:00.000","ZenFi","UTILITY","Bronx","1027383.0000000","257330.0000000","40.8728800","-73.8440380","B","Eastchester Rd","Burke Ave","Hammersley Ave",,,,,,"Y","10469","212","12"
"18566","2018-01-18T00:00:00.000","ExteNet I","CITY","Bronx","1030387.0000000","255622.0000000","40.8681770","-73.8331880","B","Bartow Ave","Edson Ave","Ely Ave",,,,,,"Y","10469","212","12"
"18565","2018-01-18T00:00:00.000","ExteNet I","CITY","Bronx","1025998.0000000","258475.0000000","40.8760300","-73.8490390","B","Seymour Ave","Boston Rd","Givan Ave",,,,,,"Y","10469","212","12"
"17478","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Bronx","1026204.0000000","259449.0000000","40.8787020","-73.8482880","B","Corsa Ave","Hicks St","Boston Rd",,,,,,"N","10469","212","12"
"17419","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Bronx","1025679.0000000","259250.0000000","40.8781580","-73.8501880","B","Seymour Ave","Hicks St","Boston Rd",,,,,,"N","10469","212","12"
"17417","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Bronx","1025712.0000000","258595.0000000","40.8763600","-73.8500730","B","Fish Ave","Boston Rd","Hicks St",,,,,,"N","10469","212","12"
"15897","2017-11-16T00:00:00.000","Extenet II","UTILITY","Bronx","1025181.0000000","258826.0000000","40.8769970","-73.8519910","B","E 215th St","Wilson Ave","Hicks St","GREENSTREET",,,,,"Y","10469","212","12"
"15256","2017-10-24T00:00:00.000","Extenet II","UTILITY","Bronx","1027083.0000000","259000.0000000","40.8774650","-73.8451120","B","Boston Rd","Mickle ave","Kingsland ave",,,,,,"Y","10469","212","12"
"15120","2017-09-12T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1028920.0000000","256589.0000000","40.8708390","-73.8384860","B","Adee Ave","Wickham Ave","Gunther Ave",,,,,,"Y","10469","212","12"
"15097","2017-09-06T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1024960.0000000","259142.0000000","40.8778650","-73.8527890","B","E 216th St","Wilson Ave","Laconia Ave",,,,,,"Y","10469","212","12"
"15072","2017-09-06T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1028808.0000000","255708.0000000","40.8684210","-73.8388970","B","Tiemann Ave","Arnow Ave","Bartow Ave",,,,,,"Y","10469","212","12"
"14874","2017-05-01T00:00:00.000","Crown Castle NG","CITY","Bronx","1024440.0000000","260255.0000000","40.8809220","-73.8546620","B","Paulding Ave","E 219th St","E 218th St",,,,,,"N","10469","212","12"
"14574","2017-03-15T00:00:00.000","Mobilitie I","UTILITY","Bronx","1027649.0000000","256421.0000000","40.8703840","-73.8430820","B","Eastchester Rd","Knapp St","Hammersley Ave",,,,,,"Y","10469","212","12"
"21721","2019-07-10T00:00:00.000","Mobilitie II","CITY","Bronx","1032302.0000000","253514.0000000","40.8623810","-73.8262790","B","Hutchinson River Parkway East","Boller Avenue","Palmer Avenue","Hutchinson River Parkway",,,,,"N","10475","210","12"
"21690","2019-07-12T00:00:00.000","ExteNet I","CITY","Bronx","1032179.0000000","259615.0000000","40.8791270","-73.8266810","B","Co-Op City Blvd","Romouts Ave","Carver Loop",,,,,,"N","10475","210","12"
"20894","2019-02-25T00:00:00.000","ZenFi","UTILITY","Bronx","1032120.0000000","260907.0000000","40.8826740","-73.8268850","B","Merrit Ave","Tillotson Ave","New England Thrwy",,,,,,"N","10475","210","12"
"18885","2018-01-26T00:00:00.000","ZenFi","CITY","Bronx","1032761.0000000","257677.0000000","40.8738050","-73.8245900","B","Co-Op City Boulevard","Bellamy Loop","Carver Loop",,,,,,"Y","10475","210","12"
"18884","2018-01-26T00:00:00.000","ZenFi","CITY","Bronx","1031461.0000000","258411.0000000","40.8758270","-73.8292850","B","DeFoe Place","De Kruif Place","Dreiser Loop",,,,,,"Y","10475","210","12"
"18883","2018-01-26T00:00:00.000","ZenFi","CITY","Bronx","1031821.0000000","258926.0000000","40.8772380","-73.8279800","B","Dreiser Loop","Debs Place","Co Op City Boulevard",,,,,,"Y","10475","210","12"
"18882","2018-01-26T00:00:00.000","ZenFi","CITY","Bronx","1032847.0000000","259240.0000000","40.8780940","-73.8242680","B","Cooper Place","Carver Loop","Carver Loop",,,,,,"Y","10475","210","12"
"18568","2018-01-18T00:00:00.000","ExteNet I","CITY","Bronx","1031382.0000000","256744.0000000","40.8712520","-73.8295830","B","Asch Loop","Alcott Pl","Alder Pl",,,,,,"Y","10475","210","12"
"18567","2018-01-18T00:00:00.000","ExteNet I","CITY","Bronx","1031108.0000000","255896.0000000","40.8689260","-73.8305790","B","Bartow Ave","Asch Loop","Baychester Ave",,,,,,"Y","10475","210","12"
"17233","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Bronx","1032690.0000000","259038.0000000","40.8775410","-73.8248370","B","Cooper Pl","Carver Loop","Dead End",,,,,,"Y","10475","210","12"
"16593","2017-12-22T00:00:00.000","Crown Castle Fiber","CITY","Bronx","1031558.0000000","258453.0000000","40.8759410","-73.8289340","B","Dreiser Loop","Dreiser loop","Debs Pl",,,,,,"Y","10475","210","12"
"15134","2017-09-12T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1031873.0000000","260133.0000000","40.8805510","-73.8277830","B","Rombouts Ave","Givan Ave","Tillotson Ave",,,,,,"Y","10475","210","12"
"15133","2017-09-12T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1032695.0000000","261080.0000000","40.8831450","-73.8248040","B","Peartree Ave","Tillotson Ave","Givan Ave",,,,,,"Y","10475","210","12"
"14061","2016-10-24T00:00:00.000","Mobilitie II","CITY","Bronx","1033265.0000000","254586.0000000","40.8653180","-73.8227900","B","Einstein Loop N","Hutchinson River Parkway E","Einstein Loop E",,,,,,"Y","10475","210","12"
"13909","2016-10-24T00:00:00.000","Mobilitie II","CITY","Bronx","1032909.0000000","259929.0000000","40.8799850","-73.8240390","B","Co-Op City Blvd","Pear Tree Ave","Carver Loop",,,,,,"Y","10475","210","12"
"13906","2016-10-24T00:00:00.000","Mobilitie II","CITY","Bronx","1030234.0000000","258430.0000000","40.8758850","-73.8337220","B","Baychester Ave","Donizetti Pl","Aldrich St",,,,,"PUBLIC SCHOOL 153","Y","10475","210","12"
"13833","2016-10-24T00:00:00.000","Mobilitie II","CITY","Bronx","1033141.0000000","253331.0000000","40.8618740","-73.8232480","B","Earhart Ln","Hunter Ave","Erskine Pl",,,,,,"Y","10475","210","12"
"13830","2016-10-24T00:00:00.000","Mobilitie II","CITY","Bronx","1031344.0000000","259251.0000000","40.8781330","-73.8297030","B","Co-Op City Blvd","Dreiser Loop","Baychester Ave",,,,,,"Y","10475","210","12"
"13624","2016-09-29T00:00:00.000","Mobilitie I","UTILITY","Bronx","1031410.0000000","254174.0000000","40.8641980","-73.8295000","B","Baychester Ave","Hutchinson River Parkway","New England Thruway Exit",,,,,,"N","10475","210","12"
"20308","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1022076.0000000","255886.0000000","40.8689410","-73.8632360","B","Williamsbridge Rd","Barnes Ave","Matthews Ave",,,,,,"N","10467","211","12"
"15086","2017-09-06T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1022511.0000000","255497.0000000","40.8678720","-73.8616650","B","Arnow Ave","Williamsbridge Rd","Bronxwood Ave",,,,,,"Y","10467","211","12"
"20700","2019-01-03T00:00:00.000","ZenFi","UTILITY","Bronx","1026052.0000000","255377.0000000","40.8675260","-73.8488630","B","Sexton Pl","Wilson Av","Arnow Av",,,,,,"Y","10469","211","12"
"20140","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1026816.0000000","255514.0000000","40.8678990","-73.8461000","B","Seymour Ave","Arnow Ave","Dewitt Pl",,,,,,"N","10469","211","12"
"20136","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1023125.0000000","255841.0000000","40.8688130","-73.8594430","B","Colden Ave","Adee Ave","Boston Rd",,,,,,"N","10469","211","12"
"20135","2018-08-02T00:00:00.000","Crown Castle NG","UTILITY","Bronx","1024218.0000000","256767.0000000","40.8713500","-73.8554860","B","Laconia Ave","Burke Ave","Boston Rd",,,,,,"N","10469","211","12"
"18563","2018-01-18T00:00:00.000","ExteNet I","CITY","Bronx","1024741.0000000","256050.0000000","40.8693800","-73.8535990","B","Adee Ave","Hering Ave","Tenbroeck Ave",,,,,,"Y","10469","211","12"
"14282","2016-10-28T00:00:00.000","Mobilitie I","UTILITY","Bronx","1025520.0000000","256031.0000000","40.8693240","-73.8507830","B","Throop Ave","Adee Ave","Arnow Ave",,,,,,"Y","10469","211","12"
"18647","2018-01-26T00:00:00.000","ZenFi","CITY","Brooklyn","989351.0000000","162914.0000000","40.6138360","-73.9816270","B","Bay Parkway","65th Street","66th Street",,,,,,"Y","11204","311","47"
"17637","2017-12-29T00:00:00.000","Extenet II","CITY","Brooklyn","986670.0000000","162041.0000000","40.6114410","-73.9912840","B","20th Ave","74th St","Bay Ridge Pkwy",,,,,,"N","11204","311","47"
"17636","2017-12-29T00:00:00.000","Extenet II","CITY","Brooklyn","987482.0000000","163062.0000000","40.6142430","-73.9883590","B","Bay Ridge Ave","20th Ave","19th Ave",,,,,,"N","11204","311","47"
"16992","2017-12-02T00:00:00.000","Crown Castle Solutions","CITY","Brooklyn","985892.0000000","163394.0000000","40.6151550","-73.9940860","B","18th Ave","72nd St","71st St",,,,,,"N","11204","311","47"
"16827","2018-01-08T00:00:00.000","Mobilitie II","CITY","Brooklyn","988390.0000000","164118.0000000","40.6171410","-73.9850880","B","20th Avenue","64th Street","63rd Street",,,,,,"Y","11204","311","47"
"15396","2017-11-22T00:00:00.000","Mobilitie I","CITY","Brooklyn","986297.0000000","162735.0000000","40.6133460","-73.9926270","B","19th Avenue","73rd Street","72nd Street",,,,,,"Y","11204","311","47"
"15354","2017-11-22T00:00:00.000","Mobilitie I","CITY","Brooklyn","987642.0000000","163257.0000000","40.6147780","-73.9877820","B","20th Avenue","68th Street","Bay Ridge Avenue",,,,,,"N","11204","311","47"
"15353","2017-11-22T00:00:00.000","Mobilitie I","CITY","Brooklyn","986708.0000000","163334.0000000","40.6149900","-73.9911470","B","19th Avenue","70th Street","71st Street",,,,,,"N","11204","311","47"
"15326","2017-11-22T00:00:00.000","Mobilitie I","CITY","Brooklyn","987504.0000000","165481.0000000","40.6208830","-73.9882790","B","18th Avenue","62nd Street","61st Street",,,,,,"N","11204","311","47"
"22153","2019-08-23T00:00:00.000","Extenet II","CITY","Brooklyn","984642.0000000","159393.0000000","40.6041730","-73.9985880","B","20th Ave","86th St","87th St",,,,,,"N","11214","311","47"
"18835","2018-01-26T00:00:00.000","ZenFi","CITY","Brooklyn","986182.0000000","158795.0000000","40.6025320","-73.9930430","B","Bay Parkway","85th Street","84th Street",,,,,,"Y","11214","311","47"
"18645","2018-01-26T00:00:00.000","ZenFi","CITY","Brooklyn","984794.0000000","159673.0000000","40.6049420","-73.9980410","B","20th Avenue","86th Street","85th Street",,,,,,"Y","11214","311","47"
"18513","2018-01-18T00:00:00.000","ExteNet I","CITY","Brooklyn","985764.0000000","161390.0000000","40.6096540","-73.9945470","B","78th St","20th Ave","19th Ave",,,,,,"Y","11214","311","47"
"18421","2018-01-18T00:00:00.000","ExteNet I","CITY","Brooklyn","983018.0000000","159648.0000000","40.6048730","-74.0044370","B","Benson Ave","Bay 19th St","18th Ave",,,,,,"Y","11214","311","47"
"17441","2017-12-12T00:00:00.000","Extenet II","UTILITY","Brooklyn","985115.0000000","157272.0000000","40.5983510","-73.9968850","B","Bath Ave","Bay 31 St","Bay Parkway",,,,,,"N","11214","311","47"
"17104","2017-12-12T00:00:00.000","Crown Castle NG","CITY","Brooklyn","984558.0000000","157698.0000000","40.5995210","-73.9988910","B","Bath Ave","Bay 28th St","21st Ave",,,,,,"N","11214","311","47"
"16725","2018-01-08T00:00:00.000","Mobilitie II","CITY","Brooklyn","984333.0000000","160261.0000000","40.6065560","-73.9997010","B","19th Avenue","85th Street","84th Street",,,,,,"Y","11214","311","47"
"16188","2017-12-02T00:00:00.000","Crown Castle Solutions","CITY","Brooklyn","985300.0000000","158129.0000000","40.6007040","-73.9962190","B","Benson Ave","Bay 29th St","Bay Pkwy",,,,,,"N","11214","311","47"
"15548","2017-11-02T00:00:00.000","Crown Castle NG","UTILITY","Brooklyn","985267.0000000","157134.0000000","40.5979730","-73.9963380","B","Bath Ave","Bay 31st St","Bay 32nd St",,,,,,"N","11214","311","47"
"15546","2017-11-02T00:00:00.000","Crown Castle NG","UTILITY","Brooklyn","986371.0000000","155270.0000000","40.5928560","-73.9923630","B","25th Ave","Harway Ave","Bath Ave",,,,,,"N","11214","311","47"
"15363","2017-11-22T00:00:00.000","Mobilitie I","CITY","Brooklyn","984720.0000000","161874.0000000","40.6109830","-73.9983070","B","18th Avenue","79th Street","80th Street",,,,,,"Y","11214","311","47"
"15318","2017-11-22T00:00:00.000","Mobilitie I","CITY","Brooklyn","986076.0000000","161207.0000000","40.6091520","-73.9934240","B","20th Avenue","78th Street","77th Street",,,,,,"N","11214","311","47"
"15023","2017-05-22T00:00:00.000","Mobilitie I","UTILITY","Brooklyn","986149.0000000","157450.0000000","40.5988400","-73.9931620","B","Benson Ave","23rd Ave","Bay 34th St",,,,,,"Y","11214","311","47"
"14468","2016-12-30T00:00:00.000","Mobilitie I","UTILITY","Brooklyn","987188.0000000","157648.0000000","40.5993830","-73.9894200","B","86th St","24th Ave","Bay 35th St",,,,,,"N","11214","311","47"
"13530","2016-09-23T00:00:00.000","Mobilitie I","UTILITY","Brooklyn","985767.0000000","156681.0000000","40.5967290","-73.9945380","B","Bath Ave","Bay 34th St","23rd Ave",,,,,,"Y","11214","311","47"
"16678","2017-11-28T00:00:00.000","Extenet II","UTILITY","Brooklyn","989455.0000000","159775.0000000","40.6052200","-73.9812550","B","Kings Hwy","E 8th St","E 9th St",,,,,,"N","11223","311","47"
"15232","2017-10-24T00:00:00.000","Extenet II","UTILITY","Brooklyn","989925.0000000","156618.0000000","40.5965550","-73.9795650","B","W 8th ST","Ave U","Ave T",,,,,,"Y","11223","311","47"
"18427","2018-01-18T00:00:00.000","ExteNet I","CITY","Brooklyn","988124.0000000","155891.0000000","40.5945600","-73.9860510","C","Benson Ave","Bay 43rd St","26th Ave",,,,,,"Y","11214","313","47"
